id,category,description,location,riskLevel
1612,network,guest wifi login portal page takes long time to load. Please send someone to check as soon as possible.,Hostel C Room 305,low
1721,network,network switch in floor corridor making loud clicking noise and offline,Hostel B Room 214,medium
1013,electrical,room switchboard has a slightly loose switch for the fan,Hostel C Room 305,low
1977,fire_safety,plastic cover on emergency break-glass box is cracked,Hostel D Room 412,low
3187,other,notice board glass in lobby has finger smudges,Hostel B Main Electrical Room,low
2180,fire_safety,emergency fire exit completely blocked while fire is spreading in staircase,Academic Block 1 Room 101,high
2568,sanitation,water cooler drip tray needs cleaning and sanitizing. Happening since last night.,Hostel B Corridor 3rd Floor,low
3304,other,"deadly venomous snake sighted inside student room under bed, urgent wildlife rescue",Gymnasium Locker Room,high
1041,electrical,fluorescent tube in bathroom takes a few seconds to light up. Reported this earlier today.,Hostel A Dining Hall,low
2425,structural,"external facade wall collapse crushing walkway below, immediate evacuation required",Hostel A Dining Hall,high
2197,fire_safety,"Strong gas leak detected near mess kitchen cylinder bank, hissing sound and heavy smell",Hostel D Room 412,high
3290,other,severe noise disruption from unauthorized party in room late at night. Needs urgent inspection.,Hostel D Server Rack Room,medium
1798,network,DHCP server not assigning IP addresses to students on hostel network. Kindly update ticket status once inspected.,Hostel D Terrace Access,medium
3146,other,notice board glass in lobby has finger smudges,Academic Block 1 Room 101,low
2706,sanitation,"toxic sewer gas backup filling residential wing, multiple students feeling nauseous. Reported this earlier today.",Hostel D Terrace Access,high
1424,plumbing,water supply completely cut off to floor 4 bathrooms for 6 hours,Hostel C Basement Study Room,medium
1128,electrical,fan regulator is overheating and burning odor coming from switchboard,Hostel D Server Rack Room,medium
1852,network,primary fiber optic uplink cable severed during construction outside hostel. Noticeable smell and noise.,Hostel D Room 412,high
1955,fire_safety,fire bucket sand level is low in ground floor station,Hostel C Basement Study Room,low
2112,fire_safety,major electrical fire spreading along cable tray across residential floor,Hostel B Main Electrical Room,high
1678,network,printer on floor network is occasionally unreachable. Noticeable smell and noise.,Hostel B Corridor 3rd Floor,low
1835,network,Primary fiber optic uplink cable severed during construction outside hostel. affecting multiple students.,Hostel E Water Tank Area,high
1850,network,"complete blackout of all communication channels, internet and VoIP down campus-wide. Noticeable smell and noise.",Hostel A Floor 2 Washroom,high
3322,other,"Critical medical crisis: student injured with heavy bleeding, urgent first aid needed",Hostel A Floor 2 Washroom,high
3097,security,hostel perimeter gate breached by hostile mob or unauthorized group. Needs urgent inspection.,Hostel A Floor 2 Washroom,high
2447,structural,"large section of concrete ceiling collapsed into room 214, debris on bed. Noticeable smell and noise.",Hostel F Room 118,high
1313,plumbing,faucet aerator in pantry has slight leak around the joint. Please resolve this quickly.,Hostel A Floor 2 Washroom,low
2422,structural,roof concrete slab cracking open with pieces falling into top floor rooms,Hostel A Dining Hall,high
3333,other,severe allergic reaction / anaphylaxis emergency in dining hall. Please resolve this quickly.,Hostel C Basement Study Room,high
1474,plumbing,continuous leak from rooftop overhead tank overflow pipe flooding balcony,Hostel C Room 305,medium
3072,security,"violent altercation with weapons reported in common room, students in danger",Academic Block 1 Room 101,high
3247,other,honeybee or wasp nest building up under 3rd floor window ledge,Hostel B Balcony,medium
1166,electrical,two sockets in room 214 have completely stopped providing power. Reported this earlier today.,Hostel F Room 118,medium
2107,fire_safety,emergency fire exit completely blocked while fire is spreading in staircase. Reported this earlier today.,Hostel E Room 501,high
1655,network,guest wifi login portal page takes long time to load,Hostel C Staircase,low
1688,network,wifi signal drops to 2 bars near balcony area. Very concerning situation.,Hostel C Staircase,low
1557,plumbing,Flooding in basement electrical substation from burst storm drain pipe,Hostel C Room 305,high
1481,plumbing,water supply completely cut off to floor 4 bathrooms for 6 hours,Academic Block 1 Room 101,medium
3311,other,"passenger elevator cable snapped and safety brake engaged, 4 students trapped inside in darkness. Reported this earlier today.",Gymnasium Locker Room,high
2462,structural,building foundation wall cracked with noticeable tilt in hostel wing B. Please resolve this quickly.,Main Auditorium Hall B,high
1159,electrical,"frequent voltage fluctuations noticed across floor 2, appliances turning off",Hostel D Cafeteria,medium
1901,fire_safety,fire extinguisher inspection tag in hallway expired last month,Hostel E Water Tank Area,low
1563,plumbing,"strong LPG gas smell accompanied by water leakage in mess kitchen area, immediate danger. Noticeable smell and noise.",Central Canteen Kitchen Area,high
1490,plumbing,continuous leak from rooftop overhead tank overflow pipe flooding balcony. Reported this earlier today.,Hostel D Room 412,medium
2284,structural,small hairline crack on bedroom plaster near the window sill. Needs urgent inspection.,Hostel B Corridor 3rd Floor,low
1993,fire_safety,fire safety instruction poster in corridor is torn and needs replacement,Hostel B Balcony,low
2068,fire_safety,fire exit route obstructed by heavy storage boxes,Hostel A Dining Hall,medium
2593,sanitation,water cooler drip tray needs cleaning and sanitizing,Hostel B Balcony,low
2569,sanitation,dust accumulated on common room window ledges,Hostel A Floor 2 Washroom,low
1568,plumbing,"main supply line cracked wide open, stairs transformed into water cascade. Needs urgent inspection.",Main Auditorium Hall B,high
2306,structural,Bathroom door frame rotten at base and detaching from wall,Hostel B Balcony,medium
2721,sanitation,severe contamination of drinking water system with sewage infiltration. Happening since last night.,Hostel A Room 102,high
1507,plumbing,severe structural flooding threatening server room on ground floor. Happening since last night.,Hostel A Ground Floor Lobby,high
2540,sanitation,Water cooler drip tray needs cleaning and sanitizing,Hostel A Room 102,low
1531,plumbing,"strong LPG gas smell accompanied by water leakage in mess kitchen area, immediate danger",Hostel C Staircase,high
1922,fire_safety,fire bucket sand level is low in ground floor station. Needs urgent inspection.,Academic Block 1 Room 101,low
1973,fire_safety,routine inspection needed for fire extinguisher pressure gauge in lobby,Hostel B Balcony,low
2765,sanitation,hazardous medical or chemical waste dumped illegally behind residential block,Hostel B Main Electrical Room,high
2524,sanitation,soap dispenser empty in common washroom,Hostel C Room 305,low
1326,plumbing,faucet aerator in pantry has slight leak around the joint,Hostel E Water Tank Area,low
1914,fire_safety,dust accumulated on corridor smoke sensor casing,Central Canteen Kitchen Area,low
2917,security,security CCTV camera on 2nd floor corridor is offline with black screen. Please resolve this quickly.,Hostel B Balcony,medium
2702,sanitation,hazardous medical or chemical waste dumped illegally behind residential block,Hostel A Dining Hall,high
3115,other,clock in study room is running 15 minutes slow,Main Auditorium Hall B,low
2034,fire_safety,corridor fire alarm strobe light not activating during system test. Affecting multiple students.,Hostel A Ground Floor Lobby,medium
2961,security,multiple room padlocks tampered with during semester break,Hostel B Balcony,medium
2670,sanitation,blocked urinal overflowing dirty water onto restroom floor,Hostel A Room 102,medium
2255,structural,wardrobe door hinge is squeaking and slightly misaligned,Hostel C Staircase,low
1907,fire_safety,hose reel cabinet door latch is stiff to open. Please resolve this quickly.,Academic Block 1 Room 101,low
2547,sanitation,soap dispenser empty in common washroom,Hostel A Ground Floor Lobby,low
1650,network,printer on floor network is occasionally unreachable. Affecting multiple students.,Hostel A Room 102,low
2220,structural,window latch in room 204 is stiff and needs oiling,Hostel C Room 305,low
2145,fire_safety,"thick black smoke filling hostel 3rd floor corridor, alarms blaring, evacuation needed. Reported this earlier today.",Hostel C Room 305,high
3126,other,lost water bottle left behind in common room lounge,Hostel D Room 412,low
2368,structural,heavy water seepage causing wall to bulge and paint to peel severely,Hostel B Corridor 3rd Floor,medium
3186,other,notice board glass in lobby has finger smudges. Needs urgent inspection.,Gymnasium Locker Room,low
2642,sanitation,Sewage smell rising from multiple bathroom drains on 2nd floor,Gymnasium Locker Room,medium
1274,electrical,"active electrical fire in junction box near room 305, burning plastic smell and flames. Very concerning situation.",Hostel B Balcony,high
1935,fire_safety,routine inspection needed for fire extinguisher pressure gauge in lobby,Hostel F Room 118,low
3193,other,suggestion box key misplaced by hostel committee. Happening since last night.,Hostel C Basement Study Room,low
2738,sanitation,severe biological hazard with toxic sewage backing up into all ground floor washrooms,Hostel E Water Tank Area,high
1511,plumbing,"strong LPG gas smell accompanied by water leakage in mess kitchen area, immediate danger",Hostel E Water Tank Area,high
2142,fire_safety,emergency fire exit completely blocked while fire is spreading in staircase. Students are worried about safety.,Hostel C Basement Study Room,high
3399,other,severe chemical spill in corridor causing eye irritation and breathing distress. Affecting multiple students.,Hostel A Floor 2 Washroom,high
1952,fire_safety,emergency exit sign light bulb on floor 1 appears dim. Needs urgent inspection.,Hostel C Basement Study Room,low
2061,fire_safety,Fire extinguisher missing from its designated wall bracket on floor 3. please send someone to check as soon as possible.,Hostel E Water Tank Area,medium
2426,structural,building foundation wall cracked with noticeable tilt in hostel wing B. Kindly update ticket status once inspected.,Hostel B Balcony,high
2647,sanitation,garbage pile uncollected for 4 days outside hostel block attracting flies. Noticeable smell and noise.,Hostel A Room 102,medium
1361,plumbing,slow drip from flush tank valve into the commode. Happening since last night.,Central Canteen Kitchen Area,low
1449,plumbing,"pipe joint cracked in common washroom, water spraying onto wall",Hostel A Floor 2 Washroom,medium
3315,other,"roof water tank collapsed through ceiling into top floor rooms, students trapped. Kindly update ticket status once inspected.",Hostel D Cafeteria,high
2595,sanitation,dust accumulated on common room window ledges,Main Auditorium Hall B,low
1219,electrical,"active electrical fire in junction box near room 305, burning plastic smell and flames",Hostel C Room 305,high
2814,security,corridor security camera dome cover is dusty,Hostel C Staircase,low
2578,sanitation,stray leaves accumulated outside hostel entrance doorway,Hostel C Room 305,low
2763,sanitation,severe biological hazard with toxic sewage backing up into all ground floor washrooms. Noticeable smell and noise.,Academic Block 1 Room 101,high
2538,sanitation,Dust accumulated on common room window ledges. affecting multiple students.,Academic Block 1 Room 101,low
2829,security,intercom phone to main guard gate has slight static noise. Reported this earlier today.,Hostel A Dining Hall,low
1012,electrical,room switchboard has a slightly loose switch for the fan,Hostel A Dining Hall,low
3363,other,severe allergic reaction / anaphylaxis emergency in dining hall,Hostel B Main Electrical Room,high
2344,structural,bathroom door frame rotten at base and detaching from wall. Please resolve this quickly.,Hostel A Floor 2 Washroom,medium
1303,plumbing,water tap in washroom leaks a few drops every minute,Hostel C Basement Study Room,low
1500,plumbing,water supply completely cut off to floor 4 bathrooms for 6 hours. Kindly update ticket status once inspected.,Hostel A Ground Floor Lobby,medium
3383,other,major structural ceiling collapse and fire emergency in main hall,Hostel C Wing West Common Area,high
2013,fire_safety,fire alarm panel beeping continuously with yellow fault warning light,Central Canteen Kitchen Area,medium
1787,network,DHCP server not assigning IP addresses to students on hostel network,Hostel C Wing West Common Area,medium
2427,structural,major structural pillar in basement shows wide cracks and exposed rebar buckling. Reported this earlier today.,Library 2nd Floor Reading Hall,high
2472,structural,roof concrete slab cracking open with pieces falling into top floor rooms. Needs urgent inspection.,Hostel C Basement Study Room,high
1399,plumbing,water tap in washroom leaks a few drops every minute. Affecting multiple students.,Hostel D Room 412,low
2179,fire_safety,"smoke alarm activated, smoke pouring out from closed room 412, occupants trapped. Needs urgent inspection.",Main Auditorium Hall B,high
2290,structural,small hairline crack on bedroom plaster near the window sill,Hostel B Corridor 3rd Floor,low
2815,security,gate latch on secondary perimeter fence is loose. Please resolve this quickly.,Hostel A Room 102,low
1849,network,"catastrophic network outage across entire institution, security systems offline. Please send someone to check as soon as possible.",Hostel C Wing West Common Area,high
1933,fire_safety,hose reel cabinet door latch is stiff to open,Hostel F Room 118,low
1150,electrical,Intermittent power cut in entire wing while other wings have electricity. very concerning situation.,Hostel D Terrace Access,medium
2574,sanitation,water cooler drip tray needs cleaning and sanitizing,Hostel D Terrace Access,low
2741,sanitation,"dead animal decomposing in central water supply storage tank, water contaminated. Affecting multiple students.",Hostel A Floor 2 Washroom,high
2252,structural,small hairline crack on bedroom plaster near the window sill. Very concerning situation.,Hostel C Basement Study Room,low
1974,fire_safety,Fire extinguisher inspection tag in hallway expired last month,Hostel D Cafeteria,low
1502,plumbing,Severe structural flooding threatening server room on ground floor,Hostel C Staircase,high
1095,electrical,exhaust fan switch in bathroom is stiff and makes a slight click sound,Hostel C Wing West Common Area,low
1051,electrical,"study table socket cover plate is loose, need maintenance check",Hostel C Basement Study Room,low
1302,plumbing,bathroom sink tap handle is a bit tight to turn off completely,Hostel E Water Tank Area,low
1408,plumbing,foul smelling dirty water coming out from tap in hostel wing. Very concerning situation.,Main Auditorium Hall B,medium
2964,security,emergency security phone box on campus pathway broken and unresponsive,Central Canteen Kitchen Area,medium
1461,plumbing,"pipe joint cracked in common washroom, water spraying onto wall",Hostel A Dining Hall,medium
1636,network,Periodic minor disconnects during late night hours,Hostel E Room 501,low
2378,structural,bathroom door frame rotten at base and detaching from wall,Hostel B Balcony,medium
1482,plumbing,"Water pipe under sink leaking steady stream, water pooling on floor",Gymnasium Locker Room,medium
2539,sanitation,housekeeping missed morning sweeping in wing C corridor. Noticeable smell and noise.,Hostel C Wing West Common Area,low
2677,sanitation,black mold spreading rapidly along damp bathroom walls and ceiling. Happening since last night.,Hostel C Room 305,medium
1192,electrical,power socket feels warm to the touch after using for an hour,Library 2nd Floor Reading Hall,medium
1687,network,guest wifi login portal page takes long time to load,Hostel A Room 102,low
2269,structural,small chip in stair tread edge on ground floor landing,Hostel A Floor 2 Washroom,low
2297,structural,Minor paint peeling on bathroom ceiling due to steam. very concerning situation.,Academic Block 1 Room 101,low
2360,structural,staircase concrete step cracked in half and unstable under foot traffic,Main Auditorium Hall B,medium
2056,fire_safety,fire alarm panel beeping continuously with yellow fault warning light,Academic Block 1 Room 101,medium
1582,plumbing,flooding in basement electrical substation from burst storm drain pipe,Hostel B Balcony,high
1174,electrical,intermittent power cut in entire wing while other wings have electricity. Affecting multiple students.,Hostel D Terrace Access,medium
2350,structural,corridor window frame loosened from concrete wall structure,Library 2nd Floor Reading Hall,medium
1348,plumbing,water tap in washroom leaks a few drops every minute. Reported this earlier today.,Hostel A Ground Floor Lobby,low
2508,sanitation,mirror in bathroom has water stains and needs wiping,Main Auditorium Hall B,low
2631,sanitation,Sanitation duct overflowing with gray water into rear courtyard,Academic Block 1 Room 101,medium
2846,security,security mirror at staircase corner is slightly tilted. Please send someone to check as soon as possible.,Hostel A Room 102,low
2626,sanitation,stagnant water pool near water purifier breeding mosquitoes. Please resolve this quickly.,Gymnasium Locker Room,medium
3054,security,kidnapping or severe security threat reported on campus grounds. Affecting multiple students.,Hostel A Ground Floor Lobby,high
2047,fire_safety,fire exit route obstructed by heavy storage boxes,Central Canteen Kitchen Area,medium
1438,plumbing,"pipe joint cracked in common washroom, water spraying onto wall",Hostel A Dining Hall,medium
2384,structural,Main corridor entrance glass door cracked and rattling in high wind,Hostel B Room 214,medium
1906,fire_safety,plastic cover on emergency break-glass box is cracked. Kindly update ticket status once inspected.,Hostel C Basement Study Room,low
1905,fire_safety,emergency evacuation map near lift lobby is faded. Students are worried about safety.,Hostel C Basement Study Room,low
3386,other,"roof water tank collapsed through ceiling into top floor rooms, students trapped. Affecting multiple students.",Hostel D Server Rack Room,high
1660,network,Wifi speed is slower than usual in the corner of room 214. noticeable smell and noise.,Hostel B Corridor 3rd Floor,low
2341,structural,bathroom door frame rotten at base and detaching from wall,Hostel D Terrace Access,medium
2243,structural,small chip in stair tread edge on ground floor landing. Please send someone to check as soon as possible.,Gymnasium Locker Room,low
2188,fire_safety,Fire sprinkler pipe ruptured but no water flowing while flames grow in lounge,Hostel C Room 305,high
2610,sanitation,cockroach and pest infestation noticed in pantry cabinets and floor washroom,Academic Block 1 Room 101,medium
1881,network,campus-wide network and core firewall crash during online placement exams. Affecting multiple students.,Hostel F Room 118,high
1431,plumbing,Continuous leak from rooftop overhead tank overflow pipe flooding balcony. noticeable smell and noise.,Hostel E Room 501,medium
1588,plumbing,"uncontrolled high pressure water gushing from main riser pipe, rooms submerged",Hostel A Floor 2 Washroom,high
1623,network,printer on floor network is occasionally unreachable. Needs urgent inspection.,Hostel B Balcony,low
1001,electrical,"wall plug in room works but looks slightly worn out, please inspect when free. Please send someone to check as soon as possible.",Hostel E Water Tank Area,low
2708,sanitation,"toxic sewer gas backup filling residential wing, multiple students feeling nauseous. Please resolve this quickly.",Hostel A Room 102,high
2123,fire_safety,fire sprinkler pipe ruptured but no water flowing while flames grow in lounge,Hostel A Dining Hall,high
1832,network,server room network rack caught fire with melted switch cables,Hostel E Water Tank Area,high
1617,network,wifi speed is slower than usual in the corner of room 214,Library 2nd Floor Reading Hall,low
2166,fire_safety,"strong gas leak detected near mess kitchen cylinder bank, hissing sound and heavy smell",Hostel A Floor 2 Washroom,high
2261,structural,balcony door handle is slightly loose when turning. Please resolve this quickly.,Hostel E Room 501,low
3392,other,severe allergic reaction / anaphylaxis emergency in dining hall. Affecting multiple students.,Hostel E Room 501,high
2849,security,id card scanner at turnstile takes 2 attempts to read card. Reported this earlier today.,Hostel D Terrace Access,low
2533,sanitation,mirror in bathroom has water stains and needs wiping. Reported this earlier today.,Hostel D Server Rack Room,low
2388,structural,staircase concrete step cracked in half and unstable under foot traffic. Please resolve this quickly.,Main Auditorium Hall B,medium
1777,network,local area network down for all rooms on the west corridor. Affecting multiple students.,Hostel C Basement Study Room,medium
2960,security,perimeter fence wire cut behind hostel sports ground,Main Auditorium Hall B,medium
2362,structural,Main corridor entrance glass door cracked and rattling in high wind. very concerning situation.,Hostel D Server Rack Room,medium
1862,network,"complete blackout of all communication channels, internet and VoIP down campus-wide",Academic Block 1 Room 101,high
1393,plumbing,Faucet aerator in pantry has slight leak around the joint,Hostel B Room 214,low
3291,other,honeybee or wasp nest building up under 3rd floor window ledge,Hostel D Room 412,medium
2136,fire_safety,"flames visible from waste disposal chute on ground floor, spreading fast. Very concerning situation.",Hostel C Staircase,high
1606,network,speed test shows 5 Mbps instead of usual 50 Mbps in our room,Hostel B Room 214,low
2428,structural,"staircase railing completely detached and fallen, open drop from 4th floor",Gymnasium Locker Room,high
1825,network,campus-wide network and core firewall crash during online placement exams. Please send someone to check as soon as possible.,Hostel D Room 412,high
1669,network,Intermittent ping spikes while playing online educational tutorials,Hostel C Basement Study Room,low
3129,other,lost jacket hanging on corridor coat rack. Please send someone to check as soon as possible.,Library 2nd Floor Reading Hall,low
2366,structural,main corridor entrance glass door cracked and rattling in high wind,Library 2nd Floor Reading Hall,medium
3055,security,critical security breach: master key stolen and unauthorized access to student rooms. Affecting multiple students.,Academic Block 1 Room 101,high
2039,fire_safety,fire extinguisher missing from its designated wall bracket on floor 3. Affecting multiple students.,Hostel B Main Electrical Room,medium
1616,network,speed test shows 5 Mbps instead of usual 50 Mbps in our room. Happening since last night.,Library 2nd Floor Reading Hall,low
2844,security,Bicycle rack outside hostel has one loose bolt on stand. please send someone to check as soon as possible.,Hostel A Floor 2 Washroom,low
2475,structural,corridor floor slab sagging and separating from main wall joint. Noticeable smell and noise.,Library 2nd Floor Reading Hall,high
1256,electrical,severe electrical burn smell and active sparks from air conditioner unit. Needs urgent inspection.,Hostel C Room 305,high
2737,sanitation,massive black toxic mold infestation causing breathing difficulties for entire wing,Hostel A Dining Hall,high
2359,structural,corridor window frame loosened from concrete wall structure. Affecting multiple students.,Main Auditorium Hall B,medium
2980,security,electronic biometric access door stuck in open position allowing anyone entry,Hostel B Corridor 3rd Floor,medium
3235,other,stray dog entered hostel corridor and growling at students passing by,Hostel D Terrace Access,medium
3242,other,Honeybee or wasp nest building up under 3rd floor window ledge,Academic Block 1 Room 101,medium
2886,security,Security mirror at staircase corner is slightly tilted. happening since last night.,Gymnasium Locker Room,low
3048,security,"shots or explosive sounds heard near perimeter fence, lockdown initiated",Hostel B Corridor 3rd Floor,high
2944,security,security CCTV camera on 2nd floor corridor is offline with black screen. Please send someone to check as soon as possible.,Central Canteen Kitchen Area,medium
1144,electrical,Two sockets in room 214 have completely stopped providing power,Academic Block 1 Room 101,medium
1884,network,primary fiber optic uplink cable severed during construction outside hostel,Hostel D Room 412,high
1746,network,No internet connection in entire block b while other blocks are fine. affecting multiple students.,Hostel E Water Tank Area,medium
3194,other,campus bus schedule poster is outdated and needs update. Very concerning situation.,Hostel B Room 214,low
2374,structural,staircase concrete step cracked in half and unstable under foot traffic,Hostel C Staircase,medium
2510,sanitation,recycling bin overflowing with empty cardboard boxes. Needs urgent inspection.,Hostel C Room 305,low
2520,sanitation,dustbin in common corridor is full and needs daily emptying,Hostel C Room 305,low
2926,security,night security guard post abandoned during late shift hours,Hostel B Room 214,medium
2474,structural,"external facade wall collapse crushing walkway below, immediate evacuation required",Hostel A Ground Floor Lobby,high
2407,structural,"large section of concrete ceiling collapsed into room 214, debris on bed. Please send someone to check as soon as possible.",Hostel B Corridor 3rd Floor,high
2103,fire_safety,major electrical fire spreading along cable tray across residential floor,Central Canteen Kitchen Area,high
2652,sanitation,"kitchen waste disposal clogged, attracting stray animals near entrance. Happening since last night.",Hostel B Main Electrical Room,medium
2896,security,corridor security camera dome cover is dusty. Needs urgent inspection.,Hostel D Cafeteria,low
2065,fire_safety,fire extinguisher missing from its designated wall bracket on floor 3,Hostel E Water Tank Area,medium
1004,electrical,"Wall plug in room works but looks slightly worn out, please inspect when free. very concerning situation.",Library 2nd Floor Reading Hall,low
2979,security,night security guard post abandoned during late shift hours. Very concerning situation.,Central Canteen Kitchen Area,medium
3199,other,notice board glass in lobby has finger smudges. Please send someone to check as soon as possible.,Hostel D Room 412,low
1091,electrical,"study table socket cover plate is loose, need maintenance check. Needs urgent inspection.",Hostel A Ground Floor Lobby,low
1522,plumbing,massive water flood on 3rd floor reaching electrical sockets and elevators. Happening since last night.,Hostel E Room 501,high
1390,plumbing,washbasin drain is draining slowly after brushing teeth. Reported this earlier today.,Main Auditorium Hall B,low
2181,fire_safety,"Strong gas leak detected near mess kitchen cylinder bank, hissing sound and heavy smell",Hostel C Room 305,high
2843,security,locker padlock key feels slightly worn out. Very concerning situation.,Hostel F Room 118,low
1789,network,"core floor switch unresponsive, student exams affected. Please resolve this quickly.",Library 2nd Floor Reading Hall,medium
2995,security,emergency security phone box on campus pathway broken and unresponsive,Hostel D Terrace Access,medium
2048,fire_safety,fire hose pipe nozzle cracked and leaking during weekly pressure test. Please send someone to check as soon as possible.,Hostel E Room 501,medium
2242,structural,floor tile in corner of room has slight chip on corner,Hostel C Staircase,low
1894,network,"complete blackout of all communication channels, internet and VoIP down campus-wide",Hostel B Corridor 3rd Floor,high
1643,network,periodic minor disconnects during late night hours. Noticeable smell and noise.,Hostel B Main Electrical Room,low
2611,sanitation,severe rodent problem in ground floor storage room chewing cables. Please send someone to check as soon as possible.,Hostel B Room 214,medium
2493,structural,building foundation wall cracked with noticeable tilt in hostel wing B,Hostel D Terrace Access,high
1708,network,"core floor switch unresponsive, student exams affected",Hostel E Room 501,medium
1890,network,network core failure disabling campus biometric security gates and CCTV stream. Reported this earlier today.,Hostel B Room 214,high
2222,structural,room door needs a stopper installed to prevent banging. Students are worried about safety.,Hostel C Wing West Common Area,low
1223,electrical,heavy smoke and crackling sparks coming from distribution panel in wing B,Hostel C Staircase,high
1079,electrical,Reading light bulb needs replacement in the study room,Hostel B Room 214,low
1544,plumbing,"main supply line cracked wide open, stairs transformed into water cascade",Hostel A Floor 2 Washroom,high
3169,other,whiteboard marker dried out in discussion room. Happening since last night.,Hostel E Water Tank Area,low
2190,fire_safety,"active building fire with heavy smoke, emergency evacuation underway",Hostel E Water Tank Area,high
1366,plumbing,shower head has slightly low water pressure in room washroom. Needs urgent inspection.,Central Canteen Kitchen Area,low
1535,plumbing,"uncontrolled high pressure water gushing from main riser pipe, rooms submerged. Very concerning situation.",Hostel E Water Tank Area,high
2988,security,multiple room padlocks tampered with during semester break,Hostel A Ground Floor Lobby,medium
2797,sanitation,"toxic sewer gas backup filling residential wing, multiple students feeling nauseous",Library 2nd Floor Reading Hall,high
1237,electrical,"Sparks and black smoke coming from main switchboard in corridor, urgent. please resolve this quickly.",Central Canteen Kitchen Area,high
1057,electrical,"study table socket cover plate is loose, need maintenance check",Hostel A Floor 2 Washroom,low
2924,security,multiple room padlocks tampered with during semester break. Reported this earlier today.,Library 2nd Floor Reading Hall,medium
1679,network,printer on floor network is occasionally unreachable,Hostel C Wing West Common Area,low
2099,fire_safety,fire alarm panel beeping continuously with yellow fault warning light. Very concerning situation.,Central Canteen Kitchen Area,medium
2728,sanitation,severe biological hazard with toxic sewage backing up into all ground floor washrooms,Main Auditorium Hall B,high
2392,structural,deep diagonal crack appearing along corridor wall growing over last 2 weeks,Hostel D Terrace Access,medium
1819,network,"Catastrophic network outage across entire institution, security systems offline",Hostel D Terrace Access,high
2044,fire_safety,fire exit route obstructed by heavy storage boxes,Gymnasium Locker Room,medium
2314,structural,Large chunks of plaster fell from ceiling onto study table while room was empty,Hostel C Wing West Common Area,medium
1720,network,Local area network down for all rooms on the west corridor,Hostel C Staircase,medium
3309,other,"Passenger elevator cable snapped and safety brake engaged, 4 students trapped inside in darkness",Hostel B Room 214,high
2584,sanitation,housekeeping missed morning sweeping in wing C corridor. Very concerning situation.,Hostel D Cafeteria,low
2981,security,"room door lock mechanism broken, door cannot be securely locked from outside",Hostel A Dining Hall,medium
1143,electrical,"Frequent voltage fluctuations noticed across floor 2, appliances turning off. needs urgent inspection.",Hostel E Water Tank Area,medium
2771,sanitation,burst main septic chamber overflowing across hostel perimeter,Hostel A Floor 2 Washroom,high
1571,plumbing,Sewage pipe burst with toxic foul water overflowing across hostel hallway. kindly update ticket status once inspected.,Gymnasium Locker Room,high
1673,network,guest wifi login portal page takes long time to load,Hostel A Ground Floor Lobby,low
1817,network,network core failure disabling campus biometric security gates and CCTV stream,Hostel C Basement Study Room,high
1396,plumbing,washbasin drain is draining slowly after brushing teeth,Hostel B Room 214,low
2352,structural,false ceiling panel sagging downward in common study room,Hostel E Room 501,medium
1049,electrical,Study lamp switch is a bit loose and sometimes requires multiple clicks to turn on,Hostel C Wing West Common Area,low
3279,other,washing machine in laundry room vibrating violently and leaking soapy water,Hostel B Main Electrical Room,medium
1467,plumbing,drain pipe clogged and water backing up into bathroom stall,Hostel A Floor 2 Washroom,medium
2785,sanitation,"main sewage line ruptured inside hostel corridor, raw sewage flooding rooms",Hostel B Corridor 3rd Floor,high
2629,sanitation,sanitation duct overflowing with gray water into rear courtyard. Students are worried about safety.,Hostel E Water Tank Area,medium
2681,sanitation,Garbage pile uncollected for 4 days outside hostel block attracting flies,Hostel B Balcony,medium
1626,network,campus intranet portal loading slowly on mobile devices,Hostel E Room 501,low
1717,network,"entire wing unable to connect to campus wifi, obtaining IP address error",Hostel B Corridor 3rd Floor,medium
3223,other,stray dog entered hostel corridor and growling at students passing by,Hostel F Room 118,medium
2881,security,door peephole on room door is scratched and foggy,Hostel B Balcony,low
2673,sanitation,sanitation duct overflowing with gray water into rear courtyard. Please resolve this quickly.,Library 2nd Floor Reading Hall,medium
1409,plumbing,"pipe joint cracked in common washroom, water spraying onto wall. Kindly update ticket status once inspected.",Hostel A Floor 2 Washroom,medium
1456,plumbing,toilet flush mechanism broken and overflowing into drainage pan,Main Auditorium Hall B,medium
3138,other,campus bus schedule poster is outdated and needs update. Happening since last night.,Hostel D Server Rack Room,low
2759,sanitation,"dead animal decomposing in central water supply storage tank, water contaminated. Reported this earlier today.",Hostel D Room 412,high
3257,other,"refrigerator in common kitchen not cooling, student food spoiling. Needs urgent inspection.",Hostel B Room 214,medium
2787,sanitation,hazardous medical or chemical waste dumped illegally behind residential block. Please send someone to check as soon as possible.,Hostel F Room 118,high
1784,network,"entire wing unable to connect to campus wifi, obtaining IP address error",Academic Block 1 Room 101,medium
3195,other,room curtain rod bracket is slightly bent,Hostel A Floor 2 Washroom,low
2437,structural,corridor floor slab sagging and separating from main wall joint,Central Canteen Kitchen Area,high
2613,sanitation,garbage pile uncollected for 4 days outside hostel block attracting flies,Hostel C Staircase,medium
3347,other,"roof water tank collapsed through ceiling into top floor rooms, students trapped",Hostel E Room 501,high
1547,plumbing,sewage pipe burst with toxic foul water overflowing across hostel hallway,Hostel A Ground Floor Lobby,high
